Hugo_Symbol	type	freq	data	class	n.samples	n.patients
NOTCH4	HER2+	0	breast_msk_2018	Metastasis	122	118
MCL1	HER2+	0	breast_msk_2018	Metastasis	122	118
CBL	HER2+	0	breast_msk_2018	Metastasis	122	118
JUN	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
CDK4	HER2+	0	breast_msk_2018	Metastasis	122	118
GNA11	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
MYCL	HER2+	0	breast_msk_2018	Metastasis	122	118
MAPK1	HER2+	0	breast_msk_2018	Metastasis	122	118
CASP8	HER2+	0	breast_msk_2018	Metastasis	122	118
MDM4	HER2+	0	breast_msk_2018	Metastasis	122	118
SMARCD1	HER2+	0	breast_msk_2018	Metastasis	122	118
KEAP1	HER2+	0	breast_msk_2018	Metastasis	122	118
PAX5	HER2+	0	breast_msk_2018	Metastasis	122	118
FH	HER2+	0	breast_msk_2018	Metastasis	122	118
SDHC	HER2+	0	breast_msk_2018	Metastasis	122	118
MUTYH	HER2+	0	breast_msk_2018	Metastasis	122	118
SDHA	HER2+	0	breast_msk_2018	Metastasis	122	118
MYD88	HER2+	0	breast_msk_2018	Metastasis	122	118
CCND1	HER2+	0	breast_msk_2018	Metastasis	122	118
MRE11	HER2+	0	breast_msk_2018	Metastasis	122	118
SOCS1	HER2+	0	breast_msk_2018	Metastasis	122	118
TNFRSF14	HER2+	0	breast_msk_2018	Metastasis	122	118
NBN	HER2+	0	breast_msk_2018	Metastasis	122	118
AURKB	HER2+	0	breast_msk_2018	Metastasis	122	118
NRAS	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
CDKN2B	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
BCL2L1	HER2+	0	breast_msk_2018	Metastasis	122	118
PMS2	HER2+	0	breast_msk_2018	Metastasis	122	118
PHOX2B	HER2+	0	breast_msk_2018	Metastasis	122	118
PRKAR1A	HER2+	0	breast_msk_2018	Metastasis	122	118
VHL	HER2+	0	breast_msk_2018	Metastasis	122	118
GNAQ	HER2+	0	breast_msk_2018	Metastasis	122	118
IDH2	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
CD79B	HER2+	0	breast_msk_2018	Metastasis	122	118
CDK6	HER2+	0	breast_msk_2018	Metastasis	122	118
SRC	HER2+	0.0065	breast_msk_2018	Metastasis	122	118
PIM1	HER2+	0	breast_msk_2018	Metastasis	122	118
TP53	TNBC	0.6118	breast_msk_2018	Metastasis	160	151
ESR1	TNBC	0	breast_msk_2018	Metastasis	160	151
KMT2C	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ERBB2	TNBC	0	breast_msk_2018	Metastasis	160	151
CDH1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
KMT2D	TNBC	0.0471	breast_msk_2018	Metastasis	160	151
NF1	TNBC	0.0353	breast_msk_2018	Metastasis	160	151
AKT1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
ARID1A	TNBC	0.0588	breast_msk_2018	Metastasis	160	151
PTEN	TNBC	0.0824	breast_msk_2018	Metastasis	160	151
ATR	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
GATA3	TNBC	0	breast_msk_2018	Metastasis	160	151
ATM	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
PTPRD	TNBC	0.0471	breast_msk_2018	Metastasis	160	151
EP300	TNBC	0.0471	breast_msk_2018	Metastasis	160	151
BRCA2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
APC	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
NCOR1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
ARID2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
TET1	TNBC	0	breast_msk_2018	Metastasis	160	151
ROS1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
NOTCH2	TNBC	0.0588	breast_msk_2018	Metastasis	160	151
MAP3K1	TNBC	0	breast_msk_2018	Metastasis	160	151
CREBBP	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
NOTCH1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
RB1	TNBC	0.0824	breast_msk_2018	Metastasis	160	151
TBX3	TNBC	0	breast_msk_2018	Metastasis	160	151
ALK	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
KMT2A	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ERBB3	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
FLT4	TNBC	0	breast_msk_2018	Metastasis	160	151
NSD1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
PDGFRA	TNBC	0.0353	breast_msk_2018	Metastasis	160	151
IGF1R	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
JAK1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
FGFR4	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
PTPRT	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
TSC2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
DNMT3A	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
CARD11	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
KDR	TNBC	0	breast_msk_2018	Metastasis	160	151
MEN1	TNBC	0	breast_msk_2018	Metastasis	160	151
SMARCA4	TNBC	0.0706	breast_msk_2018	Metastasis	160	151
MTOR	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
SF3B1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
CTCF	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
PIK3CG	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
IKZF1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
CIC	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
SMAD4	TNBC	0	breast_msk_2018	Metastasis	160	151
SETD2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
FGFR2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
ERBB4	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
PTCH1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
BRIP1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
BRCA1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
BLM	TNBC	0	breast_msk_2018	Metastasis	160	151
PARP1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
MAP2K4	TNBC	0	breast_msk_2018	Metastasis	160	151
CBFB	TNBC	0	breast_msk_2018	Metastasis	160	151
ARID1B	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
FLT3	TNBC	0	breast_msk_2018	Metastasis	160	151
CDK12	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
FLT1	TNBC	0	breast_msk_2018	Metastasis	160	151
EGFR	TNBC	0	breast_msk_2018	Metastasis	160	151
ASXL1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
RUNX1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
NFE2L2	TNBC	0	breast_msk_2018	Metastasis	160	151
PALB2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
SMARCB1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
FBXW7	TNBC	0.0588	breast_msk_2018	Metastasis	160	151
STK11	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
MSH6	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
BAP1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
DICER1	TNBC	0	breast_msk_2018	Metastasis	160	151
PIK3R1	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
MAP3K13	TNBC	0	breast_msk_2018	Metastasis	160	151
PIK3CB	TNBC	0	breast_msk_2018	Metastasis	160	151
AXL	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
PBRM1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
NTRK1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
EPHB1	TNBC	0.0353	breast_msk_2018	Metastasis	160	151
NF2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
RECQL4	TNBC	0	breast_msk_2018	Metastasis	160	151
ERCC4	TNBC	0	breast_msk_2018	Metastasis	160	151
TSC1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
EPHA3	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
NTRK3	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ERCC5	TNBC	0	breast_msk_2018	Metastasis	160	151
IRS2	TNBC	0	breast_msk_2018	Metastasis	160	151
CHEK2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
RAD50	TNBC	0	breast_msk_2018	Metastasis	160	151
JAK2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
DDR2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
KIT	TNBC	0	breast_msk_2018	Metastasis	160	151
ASXL2	TNBC	0	breast_msk_2018	Metastasis	160	151
TET2	TNBC	0	breast_msk_2018	Metastasis	160	151
KRAS	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ARID5B	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
FANCA	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
RARA	TNBC	0	breast_msk_2018	Metastasis	160	151
PMS1	TNBC	0	breast_msk_2018	Metastasis	160	151
CDC73	TNBC	0	breast_msk_2018	Metastasis	160	151
DAXX	TNBC	0	breast_msk_2018	Metastasis	160	151
FGFR1	TNBC	0	breast_msk_2018	Metastasis	160	151
SOX2	TNBC	0	breast_msk_2018	Metastasis	160	151
SMAD2	TNBC	0	breast_msk_2018	Metastasis	160	151
SYK	TNBC	0	breast_msk_2018	Metastasis	160	151
PIK3CD	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
REL	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
XPO1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ERCC3	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
IRF4	TNBC	0	breast_msk_2018	Metastasis	160	151
PIK3R2	TNBC	0	breast_msk_2018	Metastasis	160	151
RET	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
ERCC2	TNBC	0	breast_msk_2018	Metastasis	160	151
CDKN2A	TNBC	0	breast_msk_2018	Metastasis	160	151
FOXP1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
HNF1A	TNBC	0.0353	breast_msk_2018	Metastasis	160	151
IDH1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
GATA2	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
JAK3	TNBC	0	breast_msk_2018	Metastasis	160	151
CCND2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
TOP1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
CDK8	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
MAP2K1	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
MYC	TNBC	0	breast_msk_2018	Metastasis	160	151
BCL6	TNBC	0	breast_msk_2018	Metastasis	160	151
FLCN	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
BMPR1A	TNBC	0	breast_msk_2018	Metastasis	160	151
MDM2	TNBC	0	breast_msk_2018	Metastasis	160	151
MYCN	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
PDGFRB	TNBC	0	breast_msk_2018	Metastasis	160	151
ERG	TNBC	0	breast_msk_2018	Metastasis	160	151
SMO	TNBC	0	breast_msk_2018	Metastasis	160	151
TGFBR2	TNBC	0	breast_msk_2018	Metastasis	160	151
SUFU	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
EZH2	TNBC	0	breast_msk_2018	Metastasis	160	151
PPP2R1A	TNBC	0	breast_msk_2018	Metastasis	160	151
CDKN1B	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
MSH2	TNBC	0	breast_msk_2018	Metastasis	160	151
RAF1	TNBC	0	breast_msk_2018	Metastasis	160	151
SDHB	TNBC	0	breast_msk_2018	Metastasis	160	151
MLH1	TNBC	0	breast_msk_2018	Metastasis	160	151
WT1	TNBC	0	breast_msk_2018	Metastasis	160	151
ABL1	TNBC	0	breast_msk_2018	Metastasis	160	151
NKX2-1	TNBC	0	breast_msk_2018	Metastasis	160	151
CSF1R	TNBC	0.0235	breast_msk_2018	Metastasis	160	151
HRAS	TNBC	0	breast_msk_2018	Metastasis	160	151
IL7R	TNBC	0	breast_msk_2018	Metastasis	160	151
MET	TNBC	0	breast_msk_2018	Metastasis	160	151
MITF	TNBC	0	breast_msk_2018	Metastasis	160	151
BRAF	TNBC	0	breast_msk_2018	Metastasis	160	151
MPL	TNBC	0	breast_msk_2018	Metastasis	160	151
TSHR	TNBC	0	breast_msk_2018	Metastasis	160	151
AURKA	TNBC	0	breast_msk_2018	Metastasis	160	151
TNFAIP3	TNBC	0	breast_msk_2018	Metastasis	160	151
MAP2K2	TNBC	0	breast_msk_2018	Metastasis	160	151
FGFR3	TNBC	0	breast_msk_2018	Metastasis	160	151
AKT2	TNBC	0	breast_msk_2018	Metastasis	160	151
ETV1	TNBC	0	breast_msk_2018	Metastasis	160	151
GNAS	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
FOXL2	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
FANCC	TNBC	0	breast_msk_2018	Metastasis	160	151
AKT3	TNBC	0	breast_msk_2018	Metastasis	160	151
CTNNB1	TNBC	0	breast_msk_2018	Metastasis	160	151
IKBKE	TNBC	0	breast_msk_2018	Metastasis	160	151
PTPN11	TNBC	0	breast_msk_2018	Metastasis	160	151
PRDM1	TNBC	0	breast_msk_2018	Metastasis	160	151
CCNE1	TNBC	0	breast_msk_2018	Metastasis	160	151
NOTCH4	TNBC	0	breast_msk_2018	Metastasis	160	151
MCL1	TNBC	0	breast_msk_2018	Metastasis	160	151
CBL	TNBC	0	breast_msk_2018	Metastasis	160	151
JUN	TNBC	0	breast_msk_2018	Metastasis	160	151
CDK4	TNBC	0.0118	breast_msk_2018	Metastasis	160	151
GNA11	TNBC	0	breast_msk_2018	Metastasis	160	151
MYCL	TNBC	0	breast_msk_2018	Metastasis	160	151
MAPK1	TNBC	0	breast_msk_2018	Metastasis	160	151
CASP8	TNBC	0	breast_msk_2018	Metastasis	160	151
MDM4	TNBC	0	breast_msk_2018	Metastasis	160	151
SMARCD1	TNBC	0	breast_msk_2018	Metastasis	160	151
KEAP1	TNBC	0	breast_msk_2018	Metastasis	160	151
PAX5	TNBC	0	breast_msk_2018	Metastasis	160	151
FH	TNBC	0	breast_msk_2018	Metastasis	160	151
SDHC	TNBC	0	breast_msk_2018	Metastasis	160	151
MUTYH	TNBC	0	breast_msk_2018	Metastasis	160	151
SDHA	TNBC	0	breast_msk_2018	Metastasis	160	151
MYD88	TNBC	0	breast_msk_2018	Metastasis	160	151
CCND1	TNBC	0	breast_msk_2018	Metastasis	160	151
MRE11	TNBC	0	breast_msk_2018	Metastasis	160	151
SOCS1	TNBC	0	breast_msk_2018	Metastasis	160	151
TNFRSF14	TNBC	0	breast_msk_2018	Metastasis	160	151
NBN	TNBC	0	breast_msk_2018	Metastasis	160	151
AURKB	TNBC	0	breast_msk_2018	Metastasis	160	151
NRAS	TNBC	0	breast_msk_2018	Metastasis	160	151
CDKN2B	TNBC	0	breast_msk_2018	Metastasis	160	151
BCL2L1	TNBC	0	breast_msk_2018	Metastasis	160	151
PMS2	TNBC	0	breast_msk_2018	Metastasis	160	151
PHOX2B	TNBC	0	breast_msk_2018	Metastasis	160	151
PRKAR1A	TNBC	0	breast_msk_2018	Metastasis	160	151
VHL	TNBC	0	breast_msk_2018	Metastasis	160	151
GNAQ	TNBC	0	breast_msk_2018	Metastasis	160	151
IDH2	TNBC	0	breast_msk_2018	Metastasis	160	151
CD79B	TNBC	0	breast_msk_2018	Metastasis	160	151
CDK6	TNBC	0	breast_msk_2018	Metastasis	160	151
SRC	TNBC	0	breast_msk_2018	Metastasis	160	151
PIM1	TNBC	0	breast_msk_2018	Metastasis	160	151
TP53	all	0.292	breast_msk_2018	Metastasis	911	836
ESR1	all	0.139	breast_msk_2018	Metastasis	911	836
KMT2C	all	0.072	breast_msk_2018	Metastasis	911	836
ERBB2	all	0.047	breast_msk_2018	Metastasis	911	836
CDH1	all	0.06	breast_msk_2018	Metastasis	911	836
KMT2D	all	0.042	breast_msk_2018	Metastasis	911	836
NF1	all	0.043	breast_msk_2018	Metastasis	911	836
AKT1	all	0.06	breast_msk_2018	Metastasis	911	836
ARID1A	all	0.04	breast_msk_2018	Metastasis	911	836
PTEN	all	0.041	breast_msk_2018	Metastasis	911	836
ATR	all	0.034	breast_msk_2018	Metastasis	911	836
GATA3	all	0.036	breast_msk_2018	Metastasis	911	836
ATM	all	0.028	breast_msk_2018	Metastasis	911	836
PTPRD	all	0.02	breast_msk_2018	Metastasis	911	836
EP300	all	0.02	breast_msk_2018	Metastasis	911	836
BRCA2	all	0.029	breast_msk_2018	Metastasis	911	836
APC	all	0.026	breast_msk_2018	Metastasis	911	836
NCOR1	all	0.027	breast_msk_2018	Metastasis	911	836
ARID2	all	0.025	breast_msk_2018	Metastasis	911	836
TET1	all	0.023	breast_msk_2018	Metastasis	911	836
ROS1	all	0.024	breast_msk_2018	Metastasis	911	836
NOTCH2	all	0.021	breast_msk_2018	Metastasis	911	836
MAP3K1	all	0.04	breast_msk_2018	Metastasis	911	836
CREBBP	all	0.022	breast_msk_2018	Metastasis	911	836
NOTCH1	all	0.022	breast_msk_2018	Metastasis	911	836
RB1	all	0.023	breast_msk_2018	Metastasis	911	836
TBX3	all	0.021	breast_msk_2018	Metastasis	911	836
ALK	all	0.017	breast_msk_2018	Metastasis	911	836
KMT2A	all	0.019	breast_msk_2018	Metastasis	911	836
ERBB3	all	0.02	breast_msk_2018	Metastasis	911	836
FLT4	all	0.021	breast_msk_2018	Metastasis	911	836
NSD1	all	0.018	breast_msk_2018	Metastasis	911	836
PDGFRA	all	0.018	breast_msk_2018	Metastasis	911	836
IGF1R	all	0.017	breast_msk_2018	Metastasis	911	836
JAK1	all	0.016	breast_msk_2018	Metastasis	911	836
FGFR4	all	0.021	breast_msk_2018	Metastasis	911	836
PTPRT	all	0.017	breast_msk_2018	Metastasis	911	836
TSC2	all	0.019	breast_msk_2018	Metastasis	911	836
DNMT3A	all	0.017	breast_msk_2018	Metastasis	911	836
CARD11	all	0.019	breast_msk_2018	Metastasis	911	836
KDR	all	0.015	breast_msk_2018	Metastasis	911	836
MEN1	all	0.017	breast_msk_2018	Metastasis	911	836
SMARCA4	all	0.017	breast_msk_2018	Metastasis	911	836
MTOR	all	0.018	breast_msk_2018	Metastasis	911	836
SF3B1	all	0.018	breast_msk_2018	Metastasis	911	836
CTCF	all	0.018	breast_msk_2018	Metastasis	911	836
PIK3CG	all	0.014	breast_msk_2018	Metastasis	911	836
IKZF1	all	0.015	breast_msk_2018	Metastasis	911	836
CIC	all	0.015	breast_msk_2018	Metastasis	911	836
SMAD4	all	0.016	breast_msk_2018	Metastasis	911	836
SETD2	all	0.014	breast_msk_2018	Metastasis	911	836
FGFR2	all	0.014	breast_msk_2018	Metastasis	911	836
ERBB4	all	0.015	breast_msk_2018	Metastasis	911	836
PTCH1	all	0.016	breast_msk_2018	Metastasis	911	836
BRIP1	all	0.016	breast_msk_2018	Metastasis	911	836
BRCA1	all	0.014	breast_msk_2018	Metastasis	911	836
BLM	all	0.013	breast_msk_2018	Metastasis	911	836
PARP1	all	0.013	breast_msk_2018	Metastasis	911	836
MAP2K4	all	0.019	breast_msk_2018	Metastasis	911	836
CBFB	all	0.018	breast_msk_2018	Metastasis	911	836
ARID1B	all	0.012	breast_msk_2018	Metastasis	911	836
FLT3	all	0.012	breast_msk_2018	Metastasis	911	836
CDK12	all	0.011	breast_msk_2018	Metastasis	911	836
FLT1	all	0.011	breast_msk_2018	Metastasis	911	836
EGFR	all	0.011	breast_msk_2018	Metastasis	911	836
ASXL1	all	0.01	breast_msk_2018	Metastasis	911	836
RUNX1	all	0.011	breast_msk_2018	Metastasis	911	836
NFE2L2	all	0.011	breast_msk_2018	Metastasis	911	836
PALB2	all	0.011	breast_msk_2018	Metastasis	911	836
SMARCB1	all	0.008	breast_msk_2018	Metastasis	911	836
FBXW7	all	0.012	breast_msk_2018	Metastasis	911	836
STK11	all	0.008	breast_msk_2018	Metastasis	911	836
MSH6	all	0.008	breast_msk_2018	Metastasis	911	836
BAP1	all	0.008	breast_msk_2018	Metastasis	911	836
DICER1	all	0.013	breast_msk_2018	Metastasis	911	836
PIK3R1	all	0.01	breast_msk_2018	Metastasis	911	836
MAP3K13	all	0.012	breast_msk_2018	Metastasis	911	836
PIK3CB	all	0.012	breast_msk_2018	Metastasis	911	836
AXL	all	0.009	breast_msk_2018	Metastasis	911	836
PBRM1	all	0.009	breast_msk_2018	Metastasis	911	836
NTRK1	all	0.009	breast_msk_2018	Metastasis	911	836
EPHB1	all	0.01	breast_msk_2018	Metastasis	911	836
NF2	all	0.006	breast_msk_2018	Metastasis	911	836
RECQL4	all	0.011	breast_msk_2018	Metastasis	911	836
ERCC4	all	0.011	breast_msk_2018	Metastasis	911	836
TSC1	all	0.008	breast_msk_2018	Metastasis	911	836
EPHA3	all	0.008	breast_msk_2018	Metastasis	911	836
NTRK3	all	0.008	breast_msk_2018	Metastasis	911	836
ERCC5	all	0.009	breast_msk_2018	Metastasis	911	836
IRS2	all	0.009	breast_msk_2018	Metastasis	911	836
CHEK2	all	0.005	breast_msk_2018	Metastasis	911	836
RAD50	all	0.01	breast_msk_2018	Metastasis	911	836
JAK2	all	0.008	breast_msk_2018	Metastasis	911	836
DDR2	all	0.008	breast_msk_2018	Metastasis	911	836
KIT	all	0.008	breast_msk_2018	Metastasis	911	836
ASXL2	all	0.009	breast_msk_2018	Metastasis	911	836
TET2	all	0.009	breast_msk_2018	Metastasis	911	836
KRAS	all	0.007	breast_msk_2018	Metastasis	911	836
ARID5B	all	0.007	breast_msk_2018	Metastasis	911	836
FANCA	all	0.007	breast_msk_2018	Metastasis	911	836
RARA	all	0.008	breast_msk_2018	Metastasis	911	836
PMS1	all	0.008	breast_msk_2018	Metastasis	911	836
CDC73	all	0.008	breast_msk_2018	Metastasis	911	836
DAXX	all	0.008	breast_msk_2018	Metastasis	911	836
FGFR1	all	0.007	breast_msk_2018	Metastasis	911	836
SOX2	all	0.007	breast_msk_2018	Metastasis	911	836
SMAD2	all	0.007	breast_msk_2018	Metastasis	911	836
SYK	all	0.007	breast_msk_2018	Metastasis	911	836
PIK3CD	all	0.006	breast_msk_2018	Metastasis	911	836
REL	all	0.006	breast_msk_2018	Metastasis	911	836
XPO1	all	0.006	breast_msk_2018	Metastasis	911	836
ERCC3	all	0.006	breast_msk_2018	Metastasis	911	836
IRF4	all	0.006	breast_msk_2018	Metastasis	911	836
PIK3R2	all	0.006	breast_msk_2018	Metastasis	911	836
RET	all	0.006	breast_msk_2018	Metastasis	911	836
ERCC2	all	0.006	breast_msk_2018	Metastasis	911	836
CDKN2A	all	0.006	breast_msk_2018	Metastasis	911	836
FOXP1	all	0.006	breast_msk_2018	Metastasis	911	836
HNF1A	all	0.007	breast_msk_2018	Metastasis	911	836
IDH1	all	0.005	breast_msk_2018	Metastasis	911	836
GATA2	all	0.005	breast_msk_2018	Metastasis	911	836
JAK3	all	0.011	breast_msk_2018	Metastasis	911	836
CCND2	all	0.004	breast_msk_2018	Metastasis	911	836
TOP1	all	0.004	breast_msk_2018	Metastasis	911	836
CDK8	all	0.004	breast_msk_2018	Metastasis	911	836
MAP2K1	all	0.005	breast_msk_2018	Metastasis	911	836
MYC	all	0.005	breast_msk_2018	Metastasis	911	836
BCL6	all	0.005	breast_msk_2018	Metastasis	911	836
FLCN	all	0.005	breast_msk_2018	Metastasis	911	836
BMPR1A	all	0.006	breast_msk_2018	Metastasis	911	836
MDM2	all	0.006	breast_msk_2018	Metastasis	911	836
MYCN	all	0.003	breast_msk_2018	Metastasis	911	836
PDGFRB	all	0.009	breast_msk_2018	Metastasis	911	836
ERG	all	0.009	breast_msk_2018	Metastasis	911	836
SMO	all	0.009	breast_msk_2018	Metastasis	911	836
TGFBR2	all	0.005	breast_msk_2018	Metastasis	911	836
SUFU	all	0.002	breast_msk_2018	Metastasis	911	836
EZH2	all	0.008	breast_msk_2018	Metastasis	911	836
PPP2R1A	all	0.008	breast_msk_2018	Metastasis	911	836
CDKN1B	all	0.004	breast_msk_2018	Metastasis	911	836
MSH2	all	0.004	breast_msk_2018	Metastasis	911	836
RAF1	all	0.004	breast_msk_2018	Metastasis	911	836
SDHB	all	0.004	breast_msk_2018	Metastasis	911	836
MLH1	all	0.004	breast_msk_2018	Metastasis	911	836
WT1	all	0.007	breast_msk_2018	Metastasis	911	836
ABL1	all	0.007	breast_msk_2018	Metastasis	911	836
NKX2-1	all	0.007	breast_msk_2018	Metastasis	911	836
CSF1R	all	0.004	breast_msk_2018	Metastasis	911	836
HRAS	all	0.004	breast_msk_2018	Metastasis	911	836
IL7R	all	0.006	breast_msk_2018	Metastasis	911	836
MET	all	0.006	breast_msk_2018	Metastasis	911	836
MITF	all	0.006	breast_msk_2018	Metastasis	911	836
BRAF	all	0.006	breast_msk_2018	Metastasis	911	836
MPL	all	0.006	breast_msk_2018	Metastasis	911	836
TSHR	all	0.006	breast_msk_2018	Metastasis	911	836
AURKA	all	0.006	breast_msk_2018	Metastasis	911	836
TNFAIP3	all	0.003	breast_msk_2018	Metastasis	911	836
MAP2K2	all	0.003	breast_msk_2018	Metastasis	911	836
FGFR3	all	0.003	breast_msk_2018	Metastasis	911	836
AKT2	all	0.003	breast_msk_2018	Metastasis	911	836
ETV1	all	0.003	breast_msk_2018	Metastasis	911	836
GNAS	all	0.003	breast_msk_2018	Metastasis	911	836
FOXL2	all	0.003	breast_msk_2018	Metastasis	911	836
FANCC	all	0.005	breast_msk_2018	Metastasis	911	836
AKT3	all	0.005	breast_msk_2018	Metastasis	911	836
CTNNB1	all	0.005	breast_msk_2018	Metastasis	911	836
IKBKE	all	0.005	breast_msk_2018	Metastasis	911	836
PTPN11	all	0.003	breast_msk_2018	Metastasis	911	836
PRDM1	all	0.003	breast_msk_2018	Metastasis	911	836
CCNE1	all	0.004	breast_msk_2018	Metastasis	911	836
NOTCH4	all	0.004	breast_msk_2018	Metastasis	911	836
MCL1	all	0.004	breast_msk_2018	Metastasis	911	836
CBL	all	0.004	breast_msk_2018	Metastasis	911	836
JUN	all	0.002	breast_msk_2018	Metastasis	911	836
CDK4	all	0.002	breast_msk_2018	Metastasis	911	836
GNA11	all	0.002	breast_msk_2018	Metastasis	911	836
MYCL	all	0.003	breast_msk_2018	Metastasis	911	836
MAPK1	all	0.003	breast_msk_2018	Metastasis	911	836
CASP8	all	0.003	breast_msk_2018	Metastasis	911	836
MDM4	all	0.003	breast_msk_2018	Metastasis	911	836
SMARCD1	all	0.003	breast_msk_2018	Metastasis	911	836
KEAP1	all	0.003	breast_msk_2018	Metastasis	911	836
PAX5	all	0.003	breast_msk_2018	Metastasis	911	836
FH	all	0.002	breast_msk_2018	Metastasis	911	836
SDHC	all	0.002	breast_msk_2018	Metastasis	911	836
MUTYH	all	0.002	breast_msk_2018	Metastasis	911	836
SDHA	all	0.002	breast_msk_2018	Metastasis	911	836
MYD88	all	0.002	breast_msk_2018	Metastasis	911	836
CCND1	all	0.002	breast_msk_2018	Metastasis	911	836
MRE11	all	0.002	breast_msk_2018	Metastasis	911	836
SOCS1	all	0.002	breast_msk_2018	Metastasis	911	836
TNFRSF14	all	0.001	breast_msk_2018	Metastasis	911	836
NBN	all	0.001	breast_msk_2018	Metastasis	911	836
AURKB	all	0.001	breast_msk_2018	Metastasis	911	836
NRAS	all	0.001	breast_msk_2018	Metastasis	911	836
CDKN2B	all	0.001	breast_msk_2018	Metastasis	911	836
BCL2L1	all	0.001	breast_msk_2018	Metastasis	911	836
