Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000166510	54901509	54959461	18	q21.2	CCDC68
ENSG00000267647	54954403	54954732	18	q21.2	MAP1LC3P
ENSG00000267013	55105904	55124306	18	q21.2	LINC01929
ENSG00000252437	55146546	55146645	18	q21.2	RNA5SP459
ENSG00000196628	55222185	55664787	18	q21.2	TCF4
ENSG00000267028	55452533	55482940	18	q21.2	TCF4-AS1
ENSG00000264571	55479221	55479298	18	q21.2	MIR4529
ENSG00000267402	55492175	55496392	18	q21.2	TCF4-AS2
ENSG00000267284	55589904	55839184	18	q21.2	AC022031.2
ENSG00000242320	55635833	55636310	18	q21.2	RPL21P126
ENSG00000267325	55776727	55781722	18	q21.2	LINC01415
ENSG00000267172	55817167	55819759	18	q21.2	AC022031.1
ENSG00000287944	55863960	55866550	18	q21.2	AC027584.1
ENSG00000260930	55881688	55998219	18	q21.2	LINC01416
ENSG00000267327	55893038	56026082	18	q21.2	AC009271.1
ENSG00000206129	56003613	56191262	18	q21.2	AC006305.1
ENSG00000287248	56026388	56029186	18	q21.2	AC009271.2
ENSG00000267057	56031830	56135295	18	q21.2	LINC01905
ENSG00000267399	56061109	56063078	18	q21.2	AC006305.2
ENSG00000201816	56079394	56079594	18	q21.2	SNORA73
ENSG00000267712	56083356	56137536	18	q21.2	LINC01539
ENSG00000267732	56137573	56150102	18	q21.2	AC006305.3
ENSG00000091164	56597209	56651600	18	q21.31	TXNL1
ENSG00000091157	56651343	57036606	18	q21.31	WDR7
ENSG00000206865	56753226	56753326	18	q21.31	Y_RNA
ENSG00000267146	56872668	56873970	18	q21.31	AC012301.1
ENSG00000212539	56957270	56957469	18	q21.31	U3
ENSG00000267225	57027832	57038845	18	q21.31	WDR7-OT1
ENSG00000286777	57046406	57047692	18	q21.31	AC012301.2
ENSG00000258609	57054558	57072119	18	q21.31	LINC-ROR
ENSG00000267789	57136322	57146998	18	q21.31	AC100775.1
ENSG00000228075	57147087	57150410	18	q21.31	BOD1L2
ENSG00000267726	57169615	57171194	18	q21.31	LINC02565
ENSG00000202240	57284602	57284708	18	q21.31	RNU6-737P
ENSG00000177511	57352557	57371731	18	q21.31	ST8SIA3
ENSG00000277837	57427133	57432112	18	q21.31	AC090340.1
ENSG00000119547	57435374	57491298	18	q21.31	ONECUT2
ENSG00000066926	57544377	57586702	18	q21.31	FECH
ENSG00000278703	57588611	57589091	18	q21.31	AC100847.1
ENSG00000134440	57600656	57622213	18	q21.31	NARS1
ENSG00000267040	57630302	57669296	18	q21.31	AC027097.1
ENSG00000267787	57639455	57738603	18	q21.31	AC027097.2
ENSG00000081923	57646426	57803315	18	q21.31	ATP8B1
ENSG00000202159	57755394	57755500	18	q21.31	RNU6-742P
ENSG00000231544	57838476	57838966	18	q21.31	RSL24D1P11
ENSG00000267209	57961231	57964434	18	q21.31	LINC01897
ENSG00000235028	58018794	58019061	18	q21.31	HMGN1P30
ENSG00000049759	58044226	58401540	18	q21.31	NEDD4L
ENSG00000267743	58189834	58195696	18	q21.31	AC107896.1
ENSG00000267504	58371566	58372666	18	q21.31	AC090236.2
ENSG00000267396	58398663	58400082	18	q21.31	AC090236.1
ENSG00000267675	58416765	58417628	18	q21.31	AC105105.2
ENSG00000267391	58445788	58453766	18	q21.31	MIR122HG
ENSG00000284440	58451074	58451158	18	q21.31	MIR122
ENSG00000207778	58451080	58451152	18	q21.31	MIR3591
ENSG00000276403	58476191	58477484	18	q21.31	AC105105.4
ENSG00000198796	58481247	58629091	18	q21.32	ALPK2
ENSG00000274354	58511598	58512310	18	q21.31	AC105105.3
ENSG00000267257	58535415	58538552	18	q21.31	AC105105.1
ENSG00000267579	58557070	58566677	18	q21.31	AC104971.2
ENSG00000252284	58600631	58600698	18	q21.32	SNORA108
ENSG00000239659	58631259	58632120	18	q21.32	RPL9P31
ENSG00000275418	58659858	58660524	18	q21.32	AC104971.3
ENSG00000267226	58670009	58671877	18	q21.32	AC104971.1
ENSG00000172175	58671465	58754477	18	q21.32	MALT1
ENSG00000267476	58672613	58752730	18	q21.32	AC104365.2
ENSG00000266946	58690356	58692153	18	q21.32	MRPL37P1
ENSG00000267705	58752179	58753898	18	q21.32	AC104365.4
ENSG00000267501	58754859	58757842	18	q21.32	AC104365.3
ENSG00000201598	58805268	58805374	18	q21.32	RNU6-219P
ENSG00000267593	58808468	58834364	18	q21.32	LINC01926
ENSG00000199713	58818883	58819016	18	q21.32	AC104365.1
ENSG00000074657	58862600	58986480	18	q21.32	ZNF532
ENSG00000251870	58926197	58926296	18	q21.32	RNU2-69P
ENSG00000224367	58996734	59069338	18	q21.32	OACYLP
ENSG00000267215	59081911	59085920	18	q21.32	AC040963.1
ENSG00000166562	59139866	59158832	18	q21.32	SEC11C
ENSG00000134443	59220158	59230774	18	q21.32	GRP
ENSG00000134438	59267035	59274086	18	q21.32	RAX
ENSG00000166569	59275156	59318649	18	q21.32	CPLX4
ENSG00000074695	59327823	59359265	18	q21.32	LMAN1
ENSG00000267677	59360700	59386749	18	q21.32	AC016229.2
ENSG00000183287	59430939	59697662	18	q21.32	CCBE1
ENSG00000267000	59459072	59465682	18	q21.32	AC016229.1
ENSG00000267061	59563709	59568615	18	q21.32	AC090213.1
ENSG00000267269	59685820	59688400	18	q21.32	AC010776.1
ENSG00000267774	59696459	59698111	18	q21.32	AC010776.2
ENSG00000273664	59700523	59700946	18	q21.32	AC010776.3
ENSG00000224161	59761558	59761905	18	q21.32	RPS26P54
ENSG00000267486	59778572	59778989	18	q21.32	GLUD1P4
ENSG00000267669	59821040	59825261	18	q21.32	AC098847.1
ENSG00000141682	59899996	59904305	18	q21.32	PMAIP1
ENSG00000267066	59929226	59930330	18	q21.32	AC107990.1
ENSG00000267497	59969438	59971396	18	q21.32	NFE2L3P1
ENSG00000239398	59972914	59973207	18	q21.32	RN7SL342P
ENSG00000256704	60009994	60011143	18	q21.32	ENTR1P1
ENSG00000267462	60010281	60014258	18	q21.32	AC090377.1
ENSG00000267742	60016778	60017441	18	q21.32	SINHCAFP2
ENSG00000252555	60018625	60018731	18	q21.32	RNU6-567P
ENSG00000267686	60125033	60161195	18	q21.32	AC090771.2
ENSG00000242060	60149576	60150365	18	q21.32	RPS3AP49
ENSG00000202468	60163567	60163707	18	q21.32	RNU4-17P
ENSG00000267620	60196555	60198172	18	q21.32	AC090771.1
ENSG00000267401	60294136	60301317	18	q21.32	AC090621.1
ENSG00000285681	60329190	60540205	18	q21.32	AC091576.1
ENSG00000166603	60371062	60372775	18	q21.32	MC4R
ENSG00000267400	60495868	60496336	18	q21.32	AC010928.2
ENSG00000266915	60519841	60520165	18	q21.32	MRPS5P4
ENSG00000267687	60525616	60526156	18	q21.32	AC010928.3
ENSG00000267382	60611773	60654623	18	q21.32	AC010928.1
ENSG00000267098	60628963	60902726	18	q21.32	AC113137.1
ENSG00000267153	60663115	60664369	18	q21.32	CTBP2P3
ENSG00000267513	60794613	60794916	18	q21.32	HMGN1P31
ENSG00000101542	61333430	61555779	18	q21.33	CDH20
ENSG00000206769	61391595	61391703	18	q21.33	RNU6-116P
ENSG00000243256	61404858	61405205	18	q21.33	RPL30P14
ENSG00000267316	61571342	61579456	18	q21.33	AC090409.2
ENSG00000267279	61585746	61607006	18	q21.33	AC090409.1
ENSG00000267175	61592375	61748832	18	q21.33	AC105094.2
ENSG00000267038	61681653	61682695	18	q21.33	AC105094.1
ENSG00000260440	61748082	61758464	18	q21.33	LINC01544
ENSG00000176641	61808067	61894247	18	q21.33	RNF152
ENSG00000197563	61905255	62187118	18	q21.33	PIGN
ENSG00000267597	61957273	61958014	18	q21.33	RPIAP1
ENSG00000134444	62187255	62310249	18	q21.33	RELCH
ENSG00000266900	62245810	62247412	18	q21.33	AC027514.1
ENSG00000267560	62300036	62300998	18	q21.33	AC027514.2
ENSG00000141655	62325287	62391288	18	q21.33	TNFRSF11A
ENSG00000199867	62330812	62330913	18	q21.33	Y_RNA
ENSG00000267341	62372894	62378130	18	q21.33	AC100843.1
ENSG00000241088	62415678	62416227	18	q21.33	RPL17P44
ENSG00000267487	62418318	62418576	18	q21.33	AC100843.2
ENSG00000266920	62442028	62443126	18	q21.33	ACTBP9
ENSG00000141664	62523025	62587709	18	q21.33	ZCCHC2
ENSG00000278017	62525919	62526325	18	q21.33	AC064801.1
ENSG00000279236	62551203	62552505	18	q21.33	AC064801.2
ENSG00000243549	62650308	62650601	18	q21.33	RN7SL705P
ENSG00000081913	62715541	62980433	18	q21.33	PHLPP1
ENSG00000206746	62731226	62731332	18	q21.33	RNU6-142P
ENSG00000171791	63123346	63320128	18	q21.33	BCL2
ENSG00000267766	63151114	63151320	18	q21.33	AC022726.1
ENSG00000283125	63207622	63208168	18	q21.33	AC022726.2
ENSG00000119537	63327726	63367228	18	q21.33	KDSR
ENSG00000267390	63367328	63381629	18	q21.33	AC036176.1
ENSG00000119541	63389190	63422483	18	q21.33	VPS4B
ENSG00000267430	63415317	63416469	18	q21.33	AC036176.2
ENSG00000206075	63476958	63505085	18	q21.33	SERPINB5
ENSG00000269989	63485601	63486018	18	q21.33	AC036176.3
ENSG00000214318	63496989	63497400	18	q21.33	ATP5MC1P6
ENSG00000166634	63556160	63567011	18	q21.33	SERPINB12
ENSG00000197641	63586989	63604639	18	q21.33	SERPINB13
ENSG00000206073	63637259	63644256	18	q21.33	SERPINB4
ENSG00000206072	63647579	63726432	18	q21.33	SERPINB11
ENSG00000057149	63655197	63661893	18	q21.33	SERPINB3
ENSG00000166396	63752935	63805376	18	q21.33	SERPINB7
ENSG00000197632	63871692	63903888	18	q21.33	SERPINB2
ENSG00000242550	63897174	63936111	18	q21.33	SERPINB10
ENSG00000221887	63949301	63981774	18	q22.1	HMSD
ENSG00000283667	63966406	63970181	18	q22.1	AC009802.1
ENSG00000166401	63970029	64019779	18	q22.1	SERPINB8
ENSG00000267134	64041555	64423601	18	q22.1	LINC01924
ENSG00000237314	64072158	64072653	18	q22.1	RPL12P39
ENSG00000179676	64079989	64149088	18	q22.1	LINC00305
ENSG00000266952	64181314	64260055	18	q22.1	LINC01538
ENSG00000275448	64677796	64677993	18	q22.1	AC027506.1
ENSG00000286800	64872264	64992828	18	q22.1	AC090348.1
ENSG00000263863	65105873	65125710	18	q22.1	AC007948.1
ENSG00000264131	65186159	65187018	18	q22.1	AC007631.1
ENSG00000264232	65423958	65448167	18	q22.1	LINC01916
ENSG00000265217	65606079	65652053	18	q22.1	AC090358.1
ENSG00000081138	65750252	65890337	18	q22.1	CDH7
ENSG00000263720	65865262	65866397	18	q22.1	AC023394.2
ENSG00000263622	65917782	65920942	18	q22.1	AC023394.1
ENSG00000264685	66068750	66069647	18	q22.1	PRPF19P1
ENSG00000071991	66501083	66604138	18	q22.1	CDH19
ENSG00000238680	66946116	66946222	18	q22.1	RNU6-1037P
ENSG00000263354	67081584	67081686	18	q22.1	MIR5011
ENSG00000264054	67137611	67137751	18	q22.1	RPL31P9
ENSG00000265936	67375133	67375305	18	q22.1	AC091042.1
ENSG00000260578	67481791	67484966	18	q22.1	AC110597.1
ENSG00000171451	67506587	67516720	18	q22.1	DSEL
ENSG00000263424	67506589	67514030	18	q22.1	AC110597.3
ENSG00000265533	67516546	67899619	18	q22.1	AC114689.3
ENSG00000264040	67602692	67603022	18	q22.1	AC022662.1
ENSG00000263594	67672221	67767051	18	q22.1	AC022655.1
ENSG00000265472	67707929	67708246	18	q22.1	AC022655.2
ENSG00000264104	67788268	67791035	18	q22.1	AC114689.1
ENSG00000265555	67808505	67814822	18	q22.1	LINC01903
ENSG00000265240	67830671	67831967	18	q22.1	AC114689.2
ENSG00000264634	67940949	67956426	18	q22.1	AC100844.1
ENSG00000264869	68102087	68114878	18	q22.1	AC068112.1
ENSG00000287907	68237100	68495133	18	q22.1	AC005909.2
ENSG00000264699	68258080	68264827	18	q22.1	LINC01912
ENSG00000260747	68277802	68278243	18	q22.1	AC022968.1
ENSG00000265425	68427030	68436918	18	q22.1	AC005909.1
ENSG00000263355	68455951	68456877	18	q22.1	AKR1B10P2
ENSG00000264697	68527970	68528123	18	q22.1	AC067819.1
ENSG00000166479	68673688	68715108	18	q22.1	TMX3
ENSG00000150636	68715209	69055189	18	q22.1	CCDC102B
ENSG00000276092	68721082	68721560	18	q22.1	AC040896.1
ENSG00000263637	68753179	68754583	18	q22.1	AC022035.1
ENSG00000207072	68858934	68859040	18	q22.1	RNU6-39P
ENSG00000264444	68866517	68867028	18	q22.1	SDHCP1
ENSG00000264472	68899781	68902255	18	q22.1	AC096708.2
ENSG00000273584	68908048	68908599	18	q22.1	AC096708.3
ENSG00000264236	68992718	68993375	18	q22.1	AC096708.1
ENSG00000264705	69212277	69214350	18	q22.2	AC090337.1
ENSG00000285748	69240448	69250781	18	q22.2	AC090337.2
ENSG00000278532	69398726	69399249	18	q22.2	AC026585.1
ENSG00000206052	69400888	69849087	18	q22.2	DOK6
ENSG00000264845	69469517	69471736	18	q22.2	AC119868.1
ENSG00000265643	69483627	69618694	18	q22.2	AC119868.2
ENSG00000279221	69659837	69663413	18	q22.2	AC068254.2
ENSG00000266840	69704978	69724975	18	q22.2	AC068254.1
ENSG00000150637	69831158	69961803	18	q22.2	CD226
ENSG00000176225	70003031	70205726	18	q22.2	RTTN
ENSG00000287646	70205774	70208781	18	q22.2	AC021701.1
ENSG00000170677	70289045	70330199	18	q22.2	SOCS6
ENSG00000266258	70335439	70352459	18	q22.2	LINC01909
ENSG00000266304	70335929	70337310	18	q22.2	LIVAR
ENSG00000266278	70380140	70384591	18	q22.2	LINC01910
ENSG00000265698	70412055	70412391	18	q22.2	LARP7P3
ENSG00000214255	70430231	70431125	18	q22.2	RPS2P6
ENSG00000278971	70489630	70491205	18	q22.2	AC091305.1
ENSG00000286642	70497923	70554100	18	q22.2	AC091646.1
ENSG00000239748	70512727	70513008	18	q22.2	RN7SL795P
ENSG00000263417	70630534	70650744	18	q22.2	GTSCR1
ENSG00000265781	71000477	71011490	18	q22.3	AC090415.2
ENSG00000265639	71028770	71033056	18	q22.3	AC090415.1
ENSG00000287693	71137829	71208366	18	q22.3	AC091691.3
ENSG00000265484	71215618	71237158	18	q22.3	AC091691.2
ENSG00000263733	71225704	71226721	18	q22.3	AC091691.1
ENSG00000260676	71519962	71578956	18	q22.3	LINC01541
ENSG00000264388	71588537	71588884	18	q22.3	AC090312.1
ENSG00000265946	71665148	71665525	18	q22.3	AC090312.2
ENSG00000265352	71732615	71788128	18	q22.3	LINC01899
ENSG00000260457	71837039	71870788	18	q22.3	AC027458.1
ENSG00000265995	71890409	71944577	18	q22.3	AC069114.1
ENSG00000271313	71932493	71932796	18	q22.3	AC069114.2
ENSG00000141668	72536680	72638521	18	q22.3	CBLN2
ENSG00000264315	72618267	72619222	18	q22.3	HNRNPA1P11
ENSG00000166342	72742314	72868146	18	q22.3	NETO1
ENSG00000265579	72743756	72745961	18	q22.3	AC023301.1
ENSG00000252598	72751952	72752051	18	q22.3	RNA5SP460
ENSG00000263750	72853321	72853382	18	q22.3	MIR548AV
ENSG00000263958	72868388	72881399	18	q22.3	AC091138.1
ENSG00000263711	73151241	73264480	18	q22.3	LINC02864
ENSG00000261780	73324941	73349879	18	q22.3	LINC02582
ENSG00000265380	73711329	73715490	18	q22.3	AC079070.1
ENSG00000241866	73744935	73745232	18	q22.3	RN7SL401P
ENSG00000263655	73914405	74034161	18	q22.3	AC090125.1
ENSG00000278902	73921939	73922631	18	q22.3	AC010947.1
ENSG00000287314	73947880	73957974	18	q22.3	AC090125.2
ENSG00000141665	74073353	74147843	18	q22.3	FBXO15
ENSG00000075336	74148523	74160531	18	q22.3	TIMM21
ENSG00000260569	74211391	74240555	18	q22.3	AC090398.1
ENSG00000243856	74227506	74227803	18	q22.3	RN7SL551P
ENSG00000166347	74250846	74291973	18	q22.3	CYB5A
ENSG00000286529	74293217	74298662	18	q22.3	AC090398.2
ENSG00000206043	74315839	74359189	18	q22.3	C18orf63
ENSG00000235297	74389884	74390297	18	q22.3	FAUP1
ENSG00000259779	74409415	74413209	18	q22.3	LINC01922
ENSG00000187773	74434099	74457944	18	q22.3	DIPK1C
ENSG00000287689	74464410	74468707	18	q22.3	AC009704.3
ENSG00000133313	74495816	74523454	18	q22.3	CNDP2
ENSG00000276934	74504766	74505248	18	q22.3	AC009704.2
ENSG00000150656	74534500	74587212	18	q22.3	CNDP1
ENSG00000264340	74561381	74562100	18	q22.3	AC009704.1
ENSG00000264247	74590317	74598885	18	q22.3	LINC00909
ENSG00000215421	74597870	75065671	18	q22.3	ZNF407
ENSG00000278607	75070197	75071091	18	q22.3	AC015819.2
ENSG00000273669	75073543	75074205	18	q22.3	AC015819.1
ENSG00000283452	75086368	75086514	18	q22.3	AC015819.4
ENSG00000278911	75103587	75106260	18	q22.3	AC015819.3
ENSG00000285915	75112137	75125565	18	q22.3	AC015819.5
ENSG00000180011	75195113	75209139	18	q22.3	ZADH2
ENSG00000179981	75210755	75289950	18	q22.3	TSHZ1
ENSG00000276993	75387056	75387596	18	q22.3	AC116003.3
ENSG00000264116	75407012	75426607	18	q23	AC116003.1
ENSG00000206026	75409476	75427703	18	q23	SMIM21
ENSG00000266774	75432703	75436957	18	q23	AC116003.2
ENSG00000287281	75455787	75468835	18	q23	AC012101.2
ENSG00000286603	75472794	75474772	18	q23	AC012101.1
ENSG00000287295	75506227	75508114	18	q23	AC090812.1
ENSG00000287993	75642494	75656016	18	q23	AC090338.1
ENSG00000261194	75696044	75712851	18	q23	LINC01898
ENSG00000266460	75844925	75868252	18	q23	AC021506.1
ENSG00000275827	75927836	75928004	18	q23	AC021506.2
ENSG00000264108	76008118	76015861	18	q23	AC090457.1
ENSG00000263547	76122968	76145259	18	q23	AC011095.1
ENSG00000266743	76173304	76177738	18	q23	AC103808.6
ENSG00000264260	76209422	76221718	18	q23	LINC01893
ENSG00000264595	76227990	76233387	18	q23	AC103808.2
ENSG00000266014	76232927	76252044	18	q23	AC103808.4
ENSG00000265717	76254292	76255214	18	q23	AC103808.3
ENSG00000264212	76256891	76258337	18	q23	AC103808.1
ENSG00000266614	76259166	76260114	18	q23	AC103808.5
ENSG00000101493	76357682	76495242	18	q23	ZNF516
ENSG00000263982	76372717	76378275	18	q23	AC009716.1
ENSG00000280205	76385642	76389406	18	q23	AC009716.2
ENSG00000265778	76491629	76493918	18	q23	AC018413.1
ENSG00000275763	76495521	76498088	18	q23	ZNF516-DT
ENSG00000266256	76528652	76670111	18	q23	LINC00683
ENSG00000286090	76615160	76617645	18	q23	AC034110.1
ENSG00000266312	76622136	76639030	18	q23	LINC01927
ENSG00000276397	76686058	76693636	18	q23	LINC01879
ENSG00000265934	76703444	76704254	18	q23	ARL2BPP1
ENSG00000265836	76751305	76751841	18	q23	CCND3P2
ENSG00000265626	76759685	76759866	18	q23	AC139085.1
ENSG00000264278	76794732	76822295	18	q23	ZNF236-DT
ENSG00000252097	76800664	76800774	18	q23	RNU6-346P
ENSG00000278107	76805151	76805736	18	q23	AC027575.2
ENSG00000130856	76822607	76970727	18	q23	ZNF236
ENSG00000244229	76834429	76834888	18	q23	RPL26P35
ENSG00000275355	76840838	76841102	18	q23	Metazoa_SRP
ENSG00000265261	76884935	76888724	18	q23	AC027575.1
ENSG00000266844	76974690	76984162	18	q23	AC093330.1
ENSG00000197971	76978827	77133683	18	q23	MBP
ENSG00000279811	77002849	77006846	18	q23	AC093330.2
ENSG00000287680	77042864	77044739	18	q23	AC093330.3
ENSG00000275178	77093086	77093446	18	q23	AC018529.1
ENSG00000279433	77108284	77110537	18	q23	AC018529.3
ENSG00000278330	77112602	77115726	18	q23	AC018529.2
ENSG00000265844	77180106	77235430	18	q23	AC100863.1
ENSG00000166573	77249848	77277900	18	q23	GALR1
ENSG00000264015	77421619	77561044	18	q23	AC124254.2
ENSG00000199392	77431563	77431689	18	q23	AC124254.1
ENSG00000264736	77435253	77437242	18	q23	BDP1P
ENSG00000264693	77622552	77624515	18	q23	AC123786.1
ENSG00000271702	77632928	77633360	18	q23	AC123786.2
ENSG00000286727	77647014	77650973	18	q23	AC123786.3
ENSG00000252260	77863464	77863567	18	q23	RNA5SP461
ENSG00000265843	77970637	77993731	18	q23	LINC01029
ENSG00000264334	77983020	77986610	18	q23	AC134978.1
ENSG00000199728	78036739	78036845	18	q23	RNU6-655P
ENSG00000266213	78137223	78140887	18	q23	AC107892.1
ENSG00000265644	78480549	78484867	18	q23	AC087399.1
ENSG00000265378	78505165	78506410	18	q23	AC012572.1
ENSG00000201723	78544095	78544188	18	q23	Y_RNA
ENSG00000266273	78795612	78796672	18	q23	AC044873.1
ENSG00000266586	78908629	78918993	18	q23	AC091027.2
ENSG00000265101	78925064	78927441	18	q23	AC091027.1
ENSG00000287758	78926053	78928494	18	q23	AC091027.3
ENSG00000263146	78976555	78979074	18	q23	LINC01896
ENSG00000256463	78980275	79002677	18	q23	SALL3
ENSG00000166377	79069285	79378287	18	q23	ATP9B
ENSG00000279416	79085134	79086435	18	q23	AC099689.1
ENSG00000267655	79117207	79117920	18	q23	AC125437.1
ENSG00000279474	79144752	79146918	18	q23	AC125437.2
ENSG00000286245	79185801	79191559	18	q23	AC125437.3
ENSG00000267628	79253577	79254856	18	q23	AC104423.1
ENSG00000267015	79340258	79343972	18	q23	AC023090.1
ENSG00000279077	79352458	79354567	18	q23	AC023090.2
ENSG00000131196	79395856	79529325	18	q23	NFATC1
ENSG00000279637	79420836	79422780	18	q23	AC018445.3
ENSG00000286186	79460378	79465843	18	q23	AC018445.5
ENSG00000275186	79470120	79470940	18	q23	AC018445.1
ENSG00000279981	79496058	79498348	18	q23	AC018445.4
ENSG00000279397	79515798	79516057	18	q23	AC018445.2
ENSG00000286296	79539574	79540840	18	q23	AC018445.6
ENSG00000267287	79576460	79589010	18	q23	AC068473.3
ENSG00000267409	79610747	79612303	18	q23	AC068473.4
ENSG00000178412	79638928	79679745	18	q23	AC068473.1
ENSG00000274828	79677287	79679358	18	q23	AC068473.5
ENSG00000060069	79679803	79754510	18	q23	CTDP1
ENSG00000266901	79702721	79703651	18	q23	AC068473.2
ENSG00000266924	79787121	79791432	18	q23	AC021594.1
ENSG00000267780	79792726	79816529	18	q23	AC021594.2
ENSG00000178342	79863668	79900184	18	q23	KCNG2
ENSG00000278075	79900555	79900903	18	q23	AC114341.1
ENSG00000122490	79902420	79951657	18	q23	SLC66A2
ENSG00000287879	79959579	79963178	18	q23	AC114341.2
ENSG00000226742	79964582	79970822	18	q23	HSBP1L1
ENSG00000141759	79970813	80033949	18	q23	TXNL4A
ENSG00000267127	80034346	80097088	18	q23	AC090360.1
ENSG00000101546	80034389	80050651	18	q23	RBFA
ENSG00000261126	80046900	80095482	18	q23	RBFADN
ENSG00000266909	80077707	80078259	18	q23	SLC25A6P4
ENSG00000101544	80109262	80147523	18	q23	ADNP2
ENSG00000267270	80147924	80179839	18	q23	PARD6G-AS1
ENSG00000178184	80157232	80247514	18	q23	PARD6G
ENSG00000278000	80161752	80162413	18	q23	AC139100.2
ENSG00000267251	80183680	80202992	18	q23	AC139100.1
ENSG00000282458	60951	71626	19	p13.3	WASH5P
ENSG00000282542	68403	69178	19	p13.3	AC008993.1
ENSG00000282798	69167	69972	19	p13.3	AC008993.2
ENSG00000282807	71778	72718	19	p13.3	AC008993.3
ENSG00000283801	71973	72110	19	p13.3	MIR1302-11
ENSG00000282591	76163	77686	19	p13.3	FAM138F
ENSG00000282137	94062	94974	19	p13.3	OR4G3P
ENSG00000267310	99175	106077	19	p13.3	OR4G1P
ENSG00000176695	107104	117102	19	p13.3	OR4F17
ENSG00000267792	145485	145812	19	p13.3	WBP1LP11
ENSG00000266971	156279	157215	19	p13.3	OR4F8P
ENSG00000282535	176896	177913	19	p13.3	AC092192.1
ENSG00000281379	186373	195696	19	p13.3	SEPTIN14P19
ENSG00000282059	193239	195595	19	p13.3	CICP19
ENSG00000282416	197310	198066	19	p13.3	AC092299.1
ENSG00000282051	197961	200775	19	p13.3	AC010507.1
ENSG00000282508	198264	246544	19	p13.3	LINC01002
ENSG00000282339	200499	201174	19	p13.3	AC010507.2
ENSG00000222329	223158	223261	19	p13.3	RNU6-1076P
ENSG00000282393	248551	251571	19	p13.3	AC016588.2
ENSG00000141934	281040	291403	19	p13.3	PLPP2
ENSG00000105556	301444	344815	19	p13.3	MIER2
ENSG00000267124	305573	306467	19	p13.3	AC016588.1
ENSG00000105549	361747	376026	19	p13.3	THEG
ENSG00000286667	382725	387533	19	p13.3	AC010641.2
ENSG00000267443	397589	399173	19	p13.3	AC010641.1
ENSG00000183186	405445	409147	19	p13.3	C2CD4C
ENSG00000129946	416583	460996	19	p13.3	SHC2
ENSG00000252539	453134	453245	19	p13.3	RNA5SP462
ENSG00000181781	463346	474983	19	p13.3	ODF3L2
ENSG00000099866	489176	505343	19	p13.3	MADCAM1
ENSG00000266933	490046	507833	19	p13.3	AC005775.1
ENSG00000141933	507497	519654	19	p13.3	TPGS1
ENSG00000099804	531760	542092	19	p13.3	CDC34
ENSG00000197540	544034	549924	19	p13.3	GZMM
ENSG00000267751	567210	572228	19	p13.3	AC009005.1
ENSG00000172270	571277	583493	19	p13.3	BSG
ENSG00000099822	589881	617159	19	p13.3	HCN2
ENSG00000267036	590430	591300	19	p13.3	AC005559.1
ENSG00000099821	617221	633537	19	p13.3	POLRMT
ENSG00000261204	637105	637537	19	p13.3	AC004449.1
ENSG00000070388	639879	644371	19	p13.3	FGF22
ENSG00000070423	647526	663233	19	p13.3	RNF126
ENSG00000267666	663482	669500	19	p13.3	AC004156.1
ENSG00000070404	676392	683392	19	p13.3	FSTL3
ENSG00000185198	685546	695498	19	p13.3	PRSS57
ENSG00000213726	690353	691172	19	p13.3	RPS2P52
ENSG00000099864	708935	748329	19	p13.3	PALM
ENSG00000099812	751112	764318	19	p13.3	MISP
ENSG00000272473	781002	781862	19	p13.3	AC006273.1
ENSG00000267530	782755	786092	19	p13.3	LINC01836
ENSG00000011304	797075	812327	19	p13.3	PTBP1
ENSG00000284361	804940	805001	19	p13.3	MIR4745
ENSG00000129951	812488	821955	19	p13.3	PLPPR3
ENSG00000263414	813584	813653	19	p13.3	MIR3187
ENSG00000172232	825097	832018	19	p13.3	AZU1
ENSG00000196415	840999	848175	19	p13.3	PRTN3
ENSG00000197561	851014	856247	19	p13.3	ELANE
ENSG00000197766	859664	863641	19	p13.3	CFD
ENSG00000175221	867630	893218	19	p13.3	MED16
ENSG00000207507	893484	893590	19	p13.3	RNU6-9
ENSG00000198858	896503	913245	19	p13.3	R3HDM4
ENSG00000116014	917287	921005	19	p13.3	KISS1R
ENSG00000116017	925781	975939	19	p13.3	ARID3A
ENSG00000267159	928259	928817	19	p13.3	AC005379.1
ENSG00000275162	956485	958149	19	p13.3	AC005391.1
ENSG00000065268	984332	998438	19	p13.3	WDR18
ENSG00000266990	999796	1002757	19	p13.3	AC004528.1
ENSG00000116032	1000419	1009732	19	p13.3	GRIN3B
ENSG00000182087	1009648	1021179	19	p13.3	TMEM259
ENSG00000274177	1010221	1010907	19	p13.3	AC004528.2
ENSG00000207357	1021522	1021628	19	p13.3	RNU6-2
ENSG00000064666	1026586	1039068	19	p13.3	CNN2
ENSG00000279753	1038727	1039064	19	p13.3	AC011558.1
ENSG00000064687	1039997	1065572	19	p13.3	ABCA7
ENSG00000180448	1065923	1086628	19	p13.3	ARHGAP45
ENSG00000099817	1086574	1095380	19	p13.3	POLR2E
ENSG00000167468	1103926	1106791	19	p13.3	GPX4
ENSG00000064932	1107637	1174268	19	p13.3	SBNO2
ENSG00000118046	1177558	1228431	19	p13.3	STK11
ENSG00000267736	1203209	1203842	19	p13.3	HMGB2P1
ENSG00000099625	1228287	1238027	19	p13.3	CBARP
